Date,GOR,GPR,GPT,LPR,OIP,OPR,OPT,PRESSURE,VPR,VPT,WCT,WGR,WIP,WIR,WIT,WPR,WPT
37154,178.8847656,1082545.125,813770240,10242.53223,23880530,6051.633789,4473408,255.8888855,14024.0293,8316433.5,0.409166247,0.003871339,348409280,14194.40723,6060122,4190.898438,1086468.25
37159,178.8774414,1076639.25,819153472,10260.71875,23850436,6018.865723,4503502,255.9417114,14023.89258,8386553,0.413406998,0.003939901,348459040,14194.40723,6131094,4241.853027,1107677.5
37162,178.8734741,1073120.5,822372800,10271.5498,23832438,5999.327148,4521500,255.9739227,14023.74902,8428624,0.415927798,0.003981122,348488832,14194.40723,6173677.5,4272.223145,1120494.25
37165,178.8690338,1069617.75,825581632,10282.33105,23814498,5979.893555,4539440,256.0067139,14023.65918,8470695,0.418430179,0.004022406,348518496,14194.40723,6216260.5,4302.4375,1133401.5
37166,178.8583679,1067381.75,826649024,10243.88965,23808530,5967.748535,4545407.5,256.0209351,13976.74414,8484672,0.417433351,0.004006197,348528384,14182.50391,6230443,4276.141113,1137677.625
37169,178.8478699,1063806,829840448,10254.89551,23790686,5948.105469,4563252,256.0580444,13976.70605,8526602,0.419974029,0.004048473,348558016,14182.50391,6272990.5,4306.790039,1150598
37174,178.8411102,1058117.125,835131072,10272.38477,23761104,5916.520508,4592834.5,256.1152649,13976.6084,8596485,0.424036324,0.004116619,348607168,14182.50391,6343903,4355.864258,1172377.375
37179,178.8561401,1052601.25,840394048,10289.2959,23731678,5885.184082,4622260.5,256.1715393,13976.46094,8666367,0.428028494,0.004184027,348656064,14182.50391,6414815.5,4404.111816,1194397.875
37184,178.8695831,1047124.125,845629696,10306.09375,23702408,5854.120605,4651531,256.2284241,13976.3125,8736249,0.431974828,0.004251619,348704704,14182.50391,6485728,4451.973145,1216657.75
37189,178.8784943,1041646.75,850837888,10322.90234,23673292,5823.208496,4680647,256.2865295,13976.1582,8806130,0.435894251,0.004319788,348753120,14182.50391,6556640.5,4499.693848,1239156.25
37192.5,178.8832092,1037802.938,854470208,10334.69727,23652986,5801.566895,4700952.5,256.3278503,13975.99512,8855046,0.438632131,0.004368007,348786880,14182.50391,6606279.5,4533.129883,1255022.25
37196,178.8884888,1033965.563,858089088,10346.46973,23632756,5779.944824,4721182.5,256.369812,13975.87793,8903961,0.441360712,0.004416516,348820544,14182.50391,6655918,4566.525391,1271005
37197,178.9263916,1034060.313,859123136,10324.90137,23626976,5779.249512,4726961.5,256.383728,13953.74023,8917915,0.440261006,0.004395925,348830176,14169.09082,6670087.5,4545.651367,1275550.625
37200,178.909256,1030692.75,862215232,10335.26953,23609694,5760.980469,4744244.5,256.420929,13953.70313,8959776,0.442590207,0.004438072,348858944,14169.09082,6712594.5,4574.289063,1289273.5
37205,178.8835907,1025250.75,867341504,10352.01855,23581036,5731.385254,4772901.5,256.4798889,13953.60547,9029544,0.446350962,0.004506833,348906688,14169.09082,6783440,4620.633789,1312376.75
37210,178.8679504,1019854.875,872440768,10368.62402,23552528,5701.719238,4801410,256.5386353,13953.44824,9099311,0.450098723,0.004576047,348954208,14169.09082,6854285.5,4666.904297,1335711.25
37215,178.8536072,1014515.375,877513344,10385.05566,23524166,5672.322266,4829771.5,256.5982971,13953.28809,9169078,0.453799486,0.004645304,349001504,14169.09082,6925131,4712.73291,1359274.875
37220,178.8520813,1009223.938,882559488,10401.33789,23495952,5642.785645,4857985.5,256.6591187,13953.12109,9238843,0.457494259,0.004715061,349048544,14169.09082,6995976.5,4758.552734,1383067.625
37223,178.8513641,1006058.375,885577664,10411.07324,23479078,5625.108887,4874861,256.696106,13952.94434,9280702,0.459699452,0.004757144,349076704,14169.09082,7038483.5,4785.964844,1397425.625
37226,178.8481445,1002875.5,888586240,10420.8623,23462254,5607.413574,4891683,256.7334595,13952.83594,9322561,0.461905062,0.004799648,349104768,14169.09082,7080991,4813.449219,1411865.875
37227,178.8926086,1005314.625,889591552,10423.28613,23456636,5619.654297,4897303,256.7459717,13962.91797,9336524,0.460855812,0.004778238,349114112,14156.07031,7095147,4803.632324,1416669.5
37230,178.8445282,1001959.188,892597440,10433.63574,23439828,5602.40332,4914110,256.7806396,13962.88477,9378412,0.463043988,0.004821785,349142080,14156.07031,7137615,4831.231934,1431163.25
37235,178.7833405,996557.5625,897580224,10450.25391,23411958,5574.107422,4941980.5,256.8372192,13962.79199,9448226,0.466605544,0.00489299,349188480,14156.07031,7208395.5,4876.146484,1455544
37240,178.7381439,991186.75,902536192,10466.76465,23384230,5545.468262,4969708,256.8944092,13962.63672,9518039,0.470183164,0.004965055,349234656,14156.07031,7279176,4921.296387,1480150.5
37245,178.7064667,985861.75,907465472,10483.12988,23356646,5516.653809,4997291,256.9526062,13962.47266,9587852,0.473758876,0.0050377,349280608,14156.07031,7349956,4966.475586,1504982.875
37250,178.6784668,980551.6875,912368256,10499.44336,23329208,5487.800293,5024730,257.012207,13962.30078,9657663,0.477324665,0.005111045,349326336,14156.07031,7420736.5,5011.643555,1530041
37253.5,178.6580048,976848.75,915787200,10510.81055,23310070,5467.702148,5043867,257.054657,13962.12109,9706531,0.479802042,0.00516263,349358240,14156.07031,7470283,5043.108398,1547691.875
37257,178.6368713,973137.5625,919193216,10522.20703,23291004,5447.574219,5062933.5,257.0978088,13961.98926,9755398,0.482278377,0.005214713,349390016,14156.07031,7519829,5074.633301,1565453.125
37258,178.6707916,976358.1875,920169536,10532.10254,23285540,5464.56543,5068398.5,257.109314,13982.24512,9769380,0.481151551,0.005190244,349399072,14143.36816,7533972.5,5067.537598,1570520.625
37261,178.5954437,972943.3125,923088384,10542.63477,23269196,5447.75,5084741.5,257.1419678,13982.21289,9811326,0.483264834,0.005236569,349426240,14143.36816,7576402.5,5094.884277,1585805.375
37266,178.5247345,967484.25,927925824,10559.40039,23242100,5419.328613,5111838,257.1967773,13982.11719,9881237,0.486776829,0.005312822,349471232,14143.36816,7647119.5,5140.071289,1611505.75
37271,178.4790192,962047.4375,932736064,10576.0791,23215148,5390.254883,5138789.5,257.2530823,13981.95215,9951147,0.490335256,0.005390404,349516032,14143.36816,7717836,5185.824707,1637434.875
37276,178.4480286,956607.125,937519104,10592.75977,23188344,5360.70459,5165593,257.3110046,13981.77734,10021056,0.493927509,0.005469388,349560608,14143.36816,7788553,5232.055664,1663595.125
37281,178.4185181,951154.625,942274880,10609.47754,23161690,5331.030762,5192248,257.370636,13981.59375,10090964,0.497521818,0.005549515,349604928,14143.36816,7859270,5278.446289,1689987.375
37284.5,178.3974762,947282.0625,945590336,10621.33887,23143104,5309.952148,5210833,257.4132996,13981.40039,10139899,0.500067532,0.005606975,349635840,14143.36816,7908771.5,5311.386719,1708577.125
37288,178.3770294,943392.25,948892224,10633.26367,23124594,5288.754395,5229343.5,257.4567871,13981.26172,10188833,0.50262171,0.005665204,349666624,14143.36816,7958273.5,5344.509766,1727283
37289,178.4035034,946790.1875,949838976,10650.76855,23119286,5307.016113,5234650.5,257.4677429,14009.95605,10202843,0.501724601,0.005644073,349675424,14131.55859,7972405,5343.75293,1732626.75
37292,178.3144226,943139.4375,952668416,10662.02734,23103418,5289.193359,5250518,257.5,14009.92383,10244873,0.503922343,0.005696754,349701696,14131.55859,8014799.5,5372.833496,1748745.25
37297,178.2425079,937379.125,957355328,10679.70215,23077124,5259.010254,5276813,257.555603,14009.82129,10314922,0.507569611,0.005782817,349745248,14131.55859,8085457.5,5420.691895,1775848.625
37302,178.2134247,931727.5,962013952,10697.01563,23050982,5228.155762,5302954,257.6131592,14009.64063,10384970,0.511250973,0.005869591,349788544,14131.55859,8156115.5,5468.859863,1803193
37307,178.2190399,926190.3125,966644928,10713.95898,23024998,5196.921387,5328938.5,257.6727295,14009.45117,10455017,0.514939189,0.005956699,349831616,14131.55859,8226773,5517.037109,1830778.125
37311.5,178.2322693,921236.375,970790464,10729.10645,23001738,5168.740234,5352198,257.7278137,14009.25195,10518059,0.518250585,0.006035765,349870208,14131.55859,8290365,5560.365723,1855799.75
37316,178.2476501,916199.8125,974913344,10744.50977,22978608,5140.039063,5375328,257.7841187,14009.06738,10581100,0.521612525,0.006117083,349908576,14131.55859,8353957,5604.470703,1881019.875
37317,178.3124695,919879.5625,975833216,10768.9873,22973450,5158.806641,5380487,257.7946777,14045.83789,10595146,0.520957112,0.006098821,349917088,14121.2207,8368078.5,5610.180664,1886630.125
37320,178.2326813,916110.9375,978581568,10780.5918,22958030,5139.97168,5395907,257.826416,14045.80469,10637283,0.523219883,0.006157137,349942528,14121.2207,8410442,5640.620117,1903552
37325,178.1970367,910228.5,983132736,10798.61523,22932490,5107.98877,5421447,257.8815002,14045.70313,10707511,0.52697742,0.006251866,349984672,14121.2207,8481048,5690.626953,1932005.125
37330,178.1966248,904448.1875,987654976,10816.30762,22907112,5075.562988,5446824.5,257.9386292,14045.53418,10777739,0.530749023,0.006347234,350026592,14121.2207,8551654,5740.744141,1960708.875
37335,178.2156219,898757.9375,992148736,10833.72363,22881896,5043.092773,5472040,257.9974365,14045.35742,10847966,0.534500539,0.006442926,350068224,14121.2207,8622260,5790.631348,1989662
37340,178.2410583,893071.625,996614080,10851.13086,22856844,5010.470703,5497092.5,258.0577698,14045.17383,10918192,0.538253605,0.006539968,350109632,14121.2207,8692866,5840.660156,2018865.25
37343.5,178.2566376,889028.875,999725696,10863.49805,22839388,4987.353516,5514548,258.1006775,14044.98633,10967349,0.540907204,0.006609622,350138496,14121.2207,8742291,5876.144531,2039431.75
37347,178.2693481,884917.9375,1002822912,10876.08594,22822014,4963.9375,5531922,258.1442261,14044.85254,11016506,0.543591499,0.006681013,350167232,14121.2207,8791715,5912.147949,2060124.25
37348,178.3504333,888568.875,1003711488,10906.27832,22817032,4982.151855,5536904,258.1546326,14087.47461,11030594,0.543184996,0.006667043,350175424,14111.93359,8805827,5924.126953,2066048.375
37351,178.2809296,884722.5625,1006365632,10918.12402,22802144,4962.519043,5551791.5,258.185791,14087.44629,11072856,0.545478761,0.006731607,350199872,14111.93359,8848163,5955.604492,2083915.25
37356,178.2362823,878615.0625,1010758720,10936.85742,22777496,4929.496094,5576439,258.2397156,14087.35352,11143293,0.54927671,0.006837307,350240416,14111.93359,8918722,6007.36084,2113952
37361,178.2561493,872687.5,1015122176,10955.01074,22753018,4895.693359,5600917.5,258.2953796,14087.19238,11213729,0.553109229,0.006943285,350280672,14111.93359,8989282,6059.317383,2144248.75
37366,178.3920441,867323.375,1019458816,10971.41406,22728708,4861.89502,5625227,258.3521118,14087.02344,11284164,0.556857944,0.007044107,350320672,14111.93359,9059842,6109.519043,2174796.25
37371,178.5029297,862041.25,1023769024,10987.56836,22704562,4829.283691,5649373.5,258.4099426,14086.85156,11354598,0.560477495,0.007143841,350360448,14111.93359,9130401,6158.285156,2205587.75
37374,178.5603943,858884.75,1026345664,10997.20898,22690126,4810.051758,5663803.5,258.4449463,14086.67578,11396858,0.56261158,0.00720371,350384224,14111.93359,9172737,6187.156738,2224149.25
37377,178.61026,855751.125,1028912896,11006.79395,22675752,4791.164551,5678177,258.4803162,14086.56934,11439118,0.564708412,0.00726336,350407936,14111.93359,9215073,6215.628906,2242796
37378,178.7258453,859293.3125,1029772224,11039.26953,22670944,4807.884766,5682985,258.4900513,14131.24023,11453249,0.564474344,0.007251755,350415808,14103.45801,9229176,6231.384766,2249027.5
37381,178.704483,855951.6875,1032340032,11049.55566,22656576,4789.760254,5697354.5,258.5195007,14131.21387,11495643,0.566520095,0.007313257,350439328,14103.45801,9271487,6259.794922,2267806.75
37386,178.8435669,851139.875,1036595776,11064.27734,22632780,4759.130371,5721150,258.5701904,14131.13086,11566298,0.569865227,0.007407886,350478304,14103.45801,9342004,6305.146484,2299332.5
37391,178.9921417,846413.0625,1040827840,11078.7168,22609136,4728.772461,5744794,258.622406,14130.98535,11636953,0.573166072,0.007502181,350517088,14103.45801,9412521,6349.943848,2331082.25
37396,179.0742035,841472.9375,1045035200,11093.82617,22585640,4699.018066,5768289,258.6759033,14130.83398,11707608,0.576429427,0.007599541,350555616,14103.45801,9483039,6394.808105,2363056.25
37401,179.1316528,836495.4375,1049217664,11109.05859,22562292,4669.724121,5791637.5,258.7306213,14130.68066,11778261,0.579647183,0.007697991,350593952,14103.45801,9553556,6439.334473,2395253
37404.5,179.1673584,833004.625,1052133184,11119.7334,22546020,4649.310059,5807910,258.7694702,14130.52246,11827718,0.58188653,0.007767572,350620672,14103.45801,9602918,6470.42334,2417899.5
37408,179.2002563,829511.3125,1055036480,11130.42578,22529818,4628.962891,5824111.5,258.8087769,14130.41113,11877174,0.58411628,0.007837702,350647264,14103.45801,9652280,6501.462402,2440654.5
37409,179.337738,832768.125,1055869248,11161.93848,22525174,4643.574219,5828755,258.8180542,14173.18945,11891347,0.583981395,0.007827345,350654848,14097.01563,9666377,6518.364258,2447173
37412,179.3168182,829579.0625,1058357952,11171.75488,22511294,4626.332031,5842634,258.8463135,14173.16602,11933867,0.585890293,0.007890053,350677504,14097.01563,9708668,6545.422852,2466809.25
37417,179.3186646,824474.5625,1062480320,11187.41113,22488302,4597.817871,5865623,258.8952637,14173.0918,12004732,0.589018583,0.007992476,350715040,14097.01563,9779153,6589.59375,2499757.25
37422,179.3522034,819486.5625,1066577792,11202.69141,22465456,4569.146973,5888469,258.9458313,14172.96094,12075597,0.592138469,0.008094757,350752352,14097.01563,9849638,6633.544922,2532924.75
37427,179.4033966,814607.1875,1070650816,11217.62695,22442752,4540.64502,5911172,258.9977417,14172.82617,12146461,0.595222294,0.008196565,350789472,14097.01563,9920123,6676.981445,2566309.75
37432,179.4696198,809851.6875,1074700032,11232.16797,22420190,4512.472168,5933734.5,259.0507507,14172.6875,12217325,0.598254561,0.00829744,350826368,14097.01563,9990609,6719.695801,2599908.25
37435,179.5130005,807043.6875,1077121152,11240.74316,22406704,4495.739746,5947221.5,259.0829163,14172.54785,12259842,0.600049555,0.008357667,350848416,14097.01563,10032900,6745.00293,2620143.25
37438,179.5575256,804268.5,1079533952,11249.22363,22393258,4479.168945,5960659,259.115448,14172.46289,12302360,0.601824164,0.008417656,350870400,14097.01563,10075191,6770.055176,2640453.5
37439,179.7130585,807431.25,1080341376,11280.86621,22388764,4492.891602,5965152,259.1242065,14215.1084,12316575,0.601724625,0.008406877,350877696,14093.97656,10089285,6787.975098,2647241.5
37442,179.7035522,804491.9375,1082754944,11289.90137,22375334,4476.772949,5978582.5,259.151062,14215.08887,12359220,0.603471041,0.008468859,350899552,14093.97656,10131567,6813.128906,2667680.75
37447,179.7517242,799799.75,1086753920,11304.27246,22353086,4449.46875,6000829.5,259.1978149,14215.02637,12430295,0.606390536,0.008570651,350935744,14093.97656,10202036,6854.803711,2701954.75
37452,179.8382111,795229.125,1090730112,11318.24707,22330976,4421.914063,6022939.5,259.2461243,14214.91406,12501370,0.609311044,0.008672133,350971744,14093.97656,10272506,6896.333008,2736436.5
37457,179.9395294,790678.375,1094683392,11332.15234,22309006,4394.133789,6044910,259.2957153,14214.7998,12572444,0.612241924,0.008774767,351007520,14093.97656,10342976,6938.018555,2771126.5
37462,180.0373993,786089.8125,1098613888,11346.16699,22287174,4366.258301,6066741.5,259.346405,14214.68359,12643517,0.615177691,0.008879277,351043072,14093.97656,10413446,6979.90918,2806026
37465.5,180.1054535,782868.9375,1101353984,11356.00195,22271954,4346.725098,6081955,259.3823853,14214.56445,12693268,0.617231011,0.008953321,351067904,14093.97656,10462775,7009.276855,2830558.5
37469,180.1872711,779696.3125,1104082816,11365.69043,22256802,4327.144043,6097100,259.4188843,14214.48145,12743019,0.6192801,0.009027292,351092608,14093.97656,10512104,7038.545898,2855193.5
37470,180.3458099,782770.1875,1104865664,11400.42773,22252464,4340.384277,6101440,259.4270935,14260.04395,12757279,0.619278789,0.009019306,351099648,14094.3252,10526198,7060.042969,2862253.5
37473,180.4434509,780131.5,1107206016,11408.51758,22239490,4323.412598,6114410.5,259.4523621,14260.0293,12800059,0.62103641,0.009081937,351120672,14094.3252,10568481,7085.10498,2883508.75
37478,180.5451202,775470.5625,1111083392,11422.7793,22218014,4295.162109,6135886,259.4964905,14259.98145,12871359,0.623982728,0.009191344,351155488,14094.3252,10638953,7127.617188,2919147
37483,180.6557159,770733.625,1114937088,11437.26563,22196682,4266.312012,6157218,259.5421143,14259.89453,12942658,0.626981497,0.009304062,351190112,14094.3252,10709424,7170.953613,2955001.75
37488,180.7532959,765838.3125,1118766208,11452.2373,22175498,4236.925781,6178402.5,259.5890198,14259.80664,13013957,0.630035102,0.009421455,351224512,14094.3252,10779896,7215.311035,2991078.25
37493,180.8349304,760883.5,1122570624,11467.39258,22154460,4207.613281,6199440.5,259.6369019,14259.71484,13085256,0.633080184,0.00954125,351258688,14094.3252,10850368,7259.779297,3027377.25
37496.5,180.9173737,757005.1875,1125220224,11474.47559,22139802,4184.259277,6214085.5,259.6708679,14254.6875,13135147,0.635342002,0.009630339,351282496,14094.3252,10899698,7290.216309,3052893
37500,180.5812836,749444.0625,1127843200,11466.41016,22125270,4150.175781,6228611,259.7076111,14222.27246,13184925,0.638057947,0.009762215,351306240,14094.3252,10949028,7316.234375,3078499.75
37501,180.246994,746776.625,1128590080,11481.98633,22121126,4143.07373,6232754,259.7164307,14229.91504,13199155,0.639167488,0.009827454,351312992,14097.19922,10963125,7338.912598,3085838.75
37504,180.2229309,742929.5,1130818816,11485.72949,22108758,4122.280762,6245121,259.7452087,14221.62695,13241820,0.641095459,0.00991137,351333216,14097.19922,11005417,7363.44873,3107929
37509,179.8514709,732382.0625,1134480768,11474.10352,22088398,4072.149658,6265481.5,259.8013611,14176.09863,13312701,0.645100832,0.010106683,351366688,14097.19922,11075903,7401.953125,3144938.75
37514,179.5371094,721988.1875,1138090624,11462.99512,22068290,4021.387207,6285588.5,259.8647766,14131.53418,13383358,0.6491853,0.010307103,351399968,14097.19922,11146389,7441.607422,3182146.75
37519,179.2551422,711497.9375,1141648128,11451.50195,22048444,3969.191406,6305434.5,259.9348145,14086.18652,13453789,0.653391182,0.010516278,351433024,14097.19922,11216875,7482.311035,3219558.25
37524,179.0048828,700913,1145152768,11438.89551,22028866,3915.608154,6325012.5,260.011322,14038.96191,13523984,0.657693505,0.010733553,351465888,14097.19922,11287361,7523.287109,3257174.75
37527,178.8548279,694397.8125,1147235968,11430.48828,22017218,3882.46582,6336660,260.0594482,14009.17578,13566012,0.660341203,0.010869882,351485536,14097.19922,11329652,7548.021973,3279818.75
37530,178.7197571,687904.75,1149299584,11421.89258,22005670,3849.069092,6348207,260.1098022,13979.39746,13607950,0.663009524,0.011008536,351505120,14097.19922,11371944,7572.82373,3302537.25
37531,178.5025482,685424.875,1149985024,11436.87793,22001830,3839.860107,6352047,260.1248474,13986.62109,13621936,0.664256275,0.011083663,351511616,14102.32617,11386046,7597.017578,3310134.25
37534,178.6015625,681524.0625,1152029568,11439.9834,21990382,3815.890625,6363495,260.1727905,13977.57617,13663869,0.666442633,0.01118683,351531072,14102.32617,11428353,7624.093262,3333006.75
37539,178.5311584,671829.375,1155388800,11429.66406,21971566,3763.093018,6382310,260.2591553,13935.94531,13733549,0.67076087,0.011411485,351563232,14102.32617,11498865,7666.571289,3371339.5
37544,178.5140381,662640.875,1158701952,11421.12402,21953006,3711.981934,6400870,260.350769,13897.80176,13803038,0.67498982,0.011633968,351595200,14102.32617,11569377,7709.142578,3409885.25
37549,178.5527954,654059.5,1161972224,11414.31152,21934690,3663.115479,6419185.5,260.4464111,13863.43652,13872355,0.67907697,0.011850905,351626976,14102.32617,11639888,7751.196289,3448641.25
37554,178.574707,645832.75,1165201408,11409.43066,21916608,3616.596924,6437268.5,260.5454712,13832.1582,13941516,0.683016896,0.012066334,351658528,14102.32617,11710400,7792.833984,3487605.25
37557.5,178.6067963,640410.75,1167442816,11408.05273,21904058,3585.590088,6449818.5,260.6161804,13813.38965,13989863,0.685696602,0.012214758,351680480,14102.32617,11759758,7822.462891,3514984
37561,178.6382599,635140.8125,1169665920,11407.11523,21891614,3555.458008,6462262.5,260.6881714,13795.62207,14038147,0.688312232,0.012362072,351702368,14102.32617,11809116,7851.656738,3542464.75
37562,178.548233,633595.0625,1170299520,11424.99609,21888066,3548.593262,6465811,260.7070313,13808.89258,14051956,0.689400911,0.012431288,351708608,14108.70313,11823225,7876.402832,3550341.25
37565,178.6498718,630999.1875,1172192512,11435.48438,21877468,3532.043945,6476407,260.7648315,13811.62598,14093391,0.691132963,0.012525278,351727232,14108.70313,11865551,7903.44043,3574051.5
37570,178.7131958,624189.875,1175313408,11436.5498,21860006,3492.69043,6493870.5,260.8645935,13791.1416,14162347,0.694602787,0.012726671,351758048,14108.70313,11936094,7943.859375,3613770.75
37575,178.7877197,617634.875,1178401536,11438.42383,21842732,3454.571045,6511143.5,260.9667358,13772.21387,14231208,0.697985351,0.012926492,351788672,14108.70313,12006638,7983.852051,3653690
37580,178.8778687,611368.0625,1181458432,11440.84473,21825644,3417.795898,6528232.5,261.0706177,13754.77344,14299982,0.701263666,0.013123106,351819104,14108.70313,12077181,8023.04834,3693805.25
37585,178.9810333,605372.8125,1184485248,11443.9541,21808732,3382.329346,6545144,261.1760559,13738.91895,14368676,0.704443991,0.013316794,351849344,14108.70313,12147725,8061.625,3734113.5
37588,179.062088,601973.1875,1186291200,11446.47656,21798646,3361.812744,6555229.5,261.2397766,13730.6748,14409868,0.70630151,0.013430272,351867392,14108.70313,12190051,8084.664063,3758367.5
37591,179.154007,598698.75,1188087296,11449.1543,21788620,3341.810547,6565255,261.3036194,13723.16895,14451038,0.708117247,0.013541608,351885408,14108.70313,12232377,8107.34375,3782689.5
37592,179.0665588,597404.4375,1188684672,11467.21094,21785284,3336.214355,6568591,261.3233643,13737.54199,14464775,0.709064901,0.01361054,351891392,14116.23242,12246493,8130.99707,3790820.5
37595,179.2357483,595778,1190472064,11479.89063,21775306,3323.990723,6578563,261.3833313,13745.80371,14506013,0.710451007,0.013689495,351909280,14116.23242,12288842,8155.899902,3815288.25
37600,179.3906708,590730.8125,1193425664,11484.49902,21758832,3292.985107,6595028,261.4855042,13734.73242,14574687,0.713266969,0.013866744,351938912,14116.23242,12359423,8191.513184,3856245.75
37605,179.5317993,585756.25,1196354432,11489.41602,21742520,3262.688232,6611341.5,261.5890808,13724.0166,14643307,0.716026604,0.014044627,351968352,14116.23242,12430004,8226.727539,3897379.25
37610,179.6902924,580994.3125,1199259392,11494.01758,21726352,3233.309326,6627508,261.6937561,13713.74121,14711875,0.718696296,0.014218225,351997632,14116.23242,12500586,8260.708008,3938682.75
37615,179.8434448,576404,1202141440,11498.96973,21710326,3205.032227,6643533,261.7993164,13704.35938,14780397,0.721276581,0.014389103,352026752,14116.23242,12571167,8293.9375,3980152.5
37618,179.9404144,573682.375,1203862528,11501.83594,21700762,3188.179443,6653097.5,261.8630981,13698.61426,14821493,0.722811282,0.014491742,352044160,14116.23242,12613515,8313.65625,4005093.5
37621,180.0324097,570999.0625,1205575552,11504.80371,21691246,3171.645996,6662612.5,261.9272156,13693.18848,14862573,0.724319875,0.014593995,352061504,14116.23242,12655864,8333.157227,4030093
37622,180.0632324,570111,1206145664,11505.72656,21688080,3166.171143,6665779,261.9485779,13691.24902,14876264,0.724817812,0.014627949,352067296,14116.23242,12669980,8339.554688,4038432.5
37623,180.0925751,569222.8125,1206714880,11506.7168,21684918,3160.723145,6668939.5,261.9698792,13689.45801,14889953,0.725314915,0.014662087,352073056,14116.23242,12684097,8345.994141,4046778.5
